Product ID,ProductName, Merchant ID, Cluster ID, Cluster Label, Category ID,Category,Price,StockQuantity,Description,Rating,OrderID,CustomerID,OrderStatus,ReturnEligible,ShippingDate
264,iphone 6s space grey 128gb 4.7 unlocked sim free,5.0,14.0,Apple iPhone 6S 128GB,2612,Mobile Phones,599.0,494.0,"This is an iPhone 6S Space Grey smartphone featuring 128GB internal storage, a 4.7-inch display, and unlocked for use with any carrier.",3.5,3178.0,728.0,Delivered,True,2024-10-03 12:24:37.765490
267,apple iphone 6s sim free 128gb silver,8.0,14.0,Apple iPhone 6S 128GB,2612,Mobile Phones,60.0,401.0,"This is a high-speed, iOS-powered smartphone with a 4MP camera and 3D Touch, featuring 12GB of RAM and a 128GB internal storage, available in a sleek silver finish.",3.5,1804.0,86.0,Pending,False,2024-10-18 12:24:37.765490
274,apple iphone 6s 128gb gold unlocked,10.0,14.0,Apple iPhone 6S 128GB,2612,Mobile Phones,599.99,117.0,"The iPhone 6s offers enhanced camera capabilities and improved performance with its A9 processor, delivering high-quality mobile experiences.",3.3,3323.0,2380.0,Pending,False,2024-10-06 12:24:37.765490
280,apple iphone 6s plus space grey 32gb 4g unlocked sim free,6.0,15.0,Apple iPhone 6S Plus 32GB,2612,Mobile Phones,599.99,298.0,"The Apple iPhone 6S Plus Space Grey 32GB is a 4G unlocked, Sim-free smartphone featuring advanced camera capabilities and a powerful A9 processor.",4.0,2442.0,54.0,Shipped,False,2024-10-04 12:24:37.765490
312,apple iphone 6s 32gb rose gold unlocked,8.0,17.0,Apple iPhone 6S 32GB,2612,Mobile Phones,599.99,143.0,The Apple iPhone 6S 32GB Rose Gold Unlocked features a 4.7-inch Retina HD display and a powerful A9 processor for seamless performance.,3.5,3415.0,1356.0,Cancelled,False,2024-10-19 12:24:37.765490
345,samsung galaxy a3 2017 sm a320 4.7 inch smartphone octa core 1.6g,18.0,19.0,Samsung Galaxy A3 SM-A320F,2612,Mobile Phones,199.99,58.0,"A compact 4.7-inch smartphone with an Octa-core processor, ideal for everyday use.",2.8,3450.0,1921.0,Shipped,False,2024-10-14 12:24:37.765490
362,grade a samsung galaxy a5 2017 eu sim free smartphone,30.0,20.0,Samsung Galaxy A5 SM-A520F,2612,Mobile Phones,179.99,25.0,"This is a Samsung Galaxy A5 2017 EU SIM-free smartphone, featuring a 5.2-inch display and quad-core processor.",3.3,1195.0,1543.0,Cancelled,False,2024-10-18 12:24:37.765490
370,samsung galaxy note 8 smartphone midnight black,13.0,21.0,Samsung Galaxy Note 8 64GB,2612,Mobile Phones,599.99,426.0,The Samsung Galaxy Note 8 smartphone features a sleek Midnight Black finish and is powered by a large 3000mAh battery.,3.1,3252.0,1638.0,Shipped,False,2024-10-25 12:24:37.765490
378,samsung galaxy note8 black,8.0,21.0,Samsung Galaxy Note 8 64GB,2612,Mobile Phones,799.99,157.0,The Samsung Galaxy Note8 Black is a high-end smartphone featuring a 6.3-inch Quad HD+ display and a long-lasting 3300mAh battery.,3.5,1791.0,71.0,Shipped,False,2024-10-13 12:24:37.765490
397,doro 5030 mobiltelefon mit gro tasten 160 x 128 pixel farbe 4.3 cm 1.7 graphite 380424,36.0,22.0,Doro 5030,2612,Mobile Phones,999.99,163.0,"This is a compact and lightweight Doro 5030 mobile phone with large tactile keys, featuring a 160x128 pixel color display, measuring approximately 4.3 cm in size.",2.6,1975.0,1247.0,Delivered,False,2024-10-14 12:24:37.765490
429,sony xperia xa2 ultra black 6 32gb 4g unlocked sim free,6.0,25.0,Sony Xperia XA2 Ultra 32GB,2612,Mobile Phones,599.99,490.0,"The Sony Xperia XA2 Ultra Black features a 6-inch Full HD display, 32GB of internal storage, and supports 4G connectivity for seamless mobile experience.",4.7,3180.0,260.0,Cancelled,False,2024-10-14 12:24:37.765490
442,samsung galaxy j5 2017 black 5.2 16gb 4g unlocked sim free,5.0,26.0,Samsung Galaxy J5 SM-J530,2612,Mobile Phones,399.99,150.0,"This Samsung Galaxy J5 (2017) is an unlocked, SIM-free version of the Android smartphone with a 5.2-inch display and 16GB of storage.",4.2,3228.0,828.0,Shipped,False,2024-10-22 12:24:37.765490
448,samsung galaxy j5 2017 5.2 inch smartphone octa core 1.6ghz 2gb 16g,18.0,26.0,Samsung Galaxy J5 SM-J530,2612,Mobile Phones,299.99,341.0,"This Samsung Galaxy J5 (2017) smartphone features an octa-core processor at 1.6GHz, paired with 2GB of RAM and 16GB of storage.",4.4,3247.0,125.0,Cancelled,False,2024-10-03 12:24:37.765490
458,sony mobile xperia xz series mobile phone in black,31.0,27.0,Sony Xperia XZ1 Compact,2612,Mobile Phones,599.99,179.0,"The Sony Mobile XPERIA XZ Series features a sleek black design, delivering exceptional performance and camera capabilities to enhance mobile experiences.",4.7,2233.0,1623.0,Delivered,True,2024-10-08 12:24:37.765490
480,sony xperia l1 16 gb black,7.0,29.0,Sony Xperia L1,2612,Mobile Phones,199.99,411.0,"The Sony Xperia L1 16GB Black is a compact Android smartphone featuring a 5-inch HD display, 8MP rear camera, and 2500mAh battery.",2.5,2959.0,1369.0,Cancelled,False,2024-10-26 12:24:37.765490
500,samsung galaxy j3 2016 white,8.0,30.0,Samsung Galaxy J3 SM-J320F,2612,Mobile Phones,299.99,138.0,"The Samsung Galaxy J3 2016 White is a mid-range Android smartphone with a 5-inch display, octa-core processor, and 8GB of storage.",4.4,3266.0,991.0,Cancelled,False,2024-10-27 12:24:37.765490
513,sony xperia xz1 smartphone,30.0,31.0,Sony Xperia XZ1,2612,Mobile Phones,599.99,466.0,"The Sony Xperia XZ1 is a compact Android smartphone featuring a 5-inch Full HD display and a dual-lens camera, boasting impressive low-light photography capabilities.",4.5,2014.0,278.0,Pending,False,2024-10-05 12:24:37.765490
517,doro 5516 3g unlocked sim free,5.0,32.0,Doro 5516,2612,Mobile Phones,149.99,372.0,"The Doro 5516 3G is a basic, unlocked mobile phone that supports 3G connectivity and offers straightforward features for everyday use.",3.6,1011.0,283.0,Cancelled,False,2024-10-22 12:24:37.765490
518,doro 5516 easy to use 2g sim free camera phone black,17.0,32.0,Doro 5516,2612,Mobile Phones,199.99,473.0,"This Doro 5516 model is a simplified, user-friendly 2G SIM-enabled camera phone featuring a compact design and a simple interface.",3.6,1746.0,1161.0,Cancelled,False,2024-10-01 12:24:37.765490
567,samsung galaxy s9 plus single sim 128 gb 6.2 inch android 8.0 oreo uk version sim free smartphone lilac purple,17.0,36.0,Samsung Galaxy S9+ 128GB,2612,Mobile Phones,399.99,491.0,"This is a 128 GB Lilac Purple Samsung Galaxy S9 Plus Single Sim UK Version Android 8.0 Oreo Smartphone, featuring a 6.2 inch display and no SIM card slot.",4.9,1463.0,1416.0,Cancelled,False,2024-10-09 12:24:37.765490
574,honor 10 mobile phone in phantom blue,31.0,37.0,Huawei Honor 10 128GB Dual SIM,2612,Mobile Phones,499.99,479.0,"The Honor 10 features a sleek design with a durable glass back and a vibrant 5.8-inch OLED display, powered by a large 3400mAh battery.",4.2,1882.0,1512.0,Pending,False,2024-10-21 12:24:37.765490
594,doro 6515 secure 580 3g sim free mobile phone white,17.0,39.0,Doro Secure 580,2612,Mobile Phones,99.0,2.0,"The Doro 6515 Secure is a 3G SIM-free mobile phone with a simple design and easy-to-use interface, ideal for basic phone needs.",4.9,2930.0,73.0,Pending,False,2024-10-19 12:24:37.765490
597,doro secure 580 white 3g sim free elderly and vunerable friendly with gps tracking hearing aid compatible,15.0,39.0,Doro Secure 580,2612,Mobile Phones,0.0,128.0,"A user-friendly mobile phone designed specifically for elderly individuals, featuring GPS tracking, hearing aid compatibility, and 3G connectivity, all within a secure and accessible design.",4.9,1802.0,1718.0,Cancelled,False,2024-10-01 12:24:37.765490
609,mob/samsung/g965f s9 128gb purple,4.0,40.0,Samsung Galaxy S9+ 64GB,2612,Mobile Phones,999.99,353.0,"The Samsung Galaxy S9 128GB variant, featuring a sleek purple color option, is a high-performance smartphone designed for everyday use.",4.9,2368.0,1449.0,Pending,False,2024-10-12 12:24:37.765490
619,nokia 8 5.3 4g 4gb 64gb 3090mah blue,11.0,41.0,Nokia 8 64GB,2612,Mobile Phones,3090.0,323.0,"The Nokia 8 features a 5.3-inch display, 4GB of RAM, 64GB of internal storage, and a 3090mAh battery, all packaged in a durable design with 4G connectivity.",2.0,1693.0,1086.0,Cancelled,False,2024-10-08 12:24:37.765490
641,sim free doro 6520 graphite white,19.0,43.0,Doro 6520,2612,Mobile Phones,60.0,20.0,"A compact and lightweight mobile phone with a sleek graphite white design, offering sim-free functionality for seamless connectivity.",2.6,3214.0,722.0,Delivered,True,2024-10-18 12:24:37.765490
648,apple iphone 7 256gb silver unlocked,8.0,44.0,Apple iPhone 7 256GB,2612,Mobile Phones,599.99,299.0,"This is a 4G LTE-enabled smartphone with a 12-megapixel rear camera and 512GB internal storage, housed in a durable aluminum body.",2.7,1627.0,196.0,Cancelled,False,2024-10-29 12:24:37.765490
656,doro 8040 4g sim free mobile phone black,17.0,45.0,Doro 8040,2612,Mobile Phones,50.0,50.0,"The Doro 8040 4G Sim Free Mobile Phone Black is a compact and lightweight smartphone featuring a sleek design, perfect for easy use on the go.",4.0,1192.0,1496.0,Shipped,False,2024-10-18 12:24:37.765490
683,motorola moto g 5.7 single sim 4g 3gb 32gb 3000mah indigo,14.0,47.0,Moto G6 32GB,2612,Mobile Phones,500.0,475.0,"A mid-range Android smartphone with a 5.7-inch display, 3GB of RAM, and 32GB of internal storage, powered by a 3000mAh battery.",3.6,1295.0,1202.0,Cancelled,False,2024-10-11 12:24:37.765490
726,samsung galaxy j3 2017 uk sim free smartphone gold,3.0,52.0,Samsung Galaxy J3 SM-J330F Dual SIM,2612,Mobile Phones,179.99,373.0,"The Samsung Galaxy J3 2017 UK Sim Free Smartphone Gold is a compact, feature-rich Android device with a 5-inch HD display, quad-core processor, and 13MP rear camera.",2.4,1270.0,512.0,Shipped,False,2024-10-25 12:24:37.765490
735,lg g6 32 gb schwarz,2.0,53.0,LG G6 32GB,2612,Mobile Phones,399.99,254.0,"The LG G6 is a compact smartphone with a 5.7-inch display, powered by a Qualcomm Snapdragon 821 processor and featuring 32GB of internal storage.",4.5,1145.0,625.0,Delivered,False,2024-10-14 12:24:37.765490
743,lg g7 thinq lmg710em 6.1 4g 4gb 64gb 3000mah black,11.0,54.0,LG G7 ThinQ,2612,Mobile Phones,599.99,301.0,"This LG G7 Thinq smartphone features a 6.1-inch display, 4GB of RAM, and 64GB of internal storage, powered by a 3000mAh battery.",4.3,1920.0,1597.0,Delivered,False,2024-10-23 12:24:37.765490
759,sony xperia xz2,21.0,56.0,Sony Xperia XZ2,2612,Mobile Phones,599.99,96.0,The Sony Xperia XZ2 is a mid-range Android smartphone with a 5.7-inch display and a dual-camera setup featuring a 12MP rear camera and a 13MP front camera.,2.4,1422.0,1405.0,Shipped,False,2024-10-14 12:24:37.765490
776,nokia 3310 3g azure blue 2.4 128mb 3g unlocked sim free,5.0,58.0,Nokia 3310 3G (2017),2612,Mobile Phones,39.99,292.0,"The Nokia 3310 3G Azure Blue is a feature-rich mobile device with a 2.4-inch display, 3G connectivity, and 128MB of internal storage, making it an ideal choice for users seeking a reliable and affordable option.",2.4,1153.0,1388.0,Pending,False,2024-10-10 12:24:37.765490
781,sony xperia l2,35.0,59.0,Sony Xperia L2,2612,Mobile Phones,499.99,67.0,"The Sony Xperia L2 is a compact Android smartphone featuring a 5-inch HD display, 1.4 GHz quad-core processor, and 8 GB of internal storage.",3.9,1478.0,1653.0,Cancelled,False,2024-10-01 12:24:37.765490
791,iphone xs space grey 5.8 64gb 4g unlocked sim free,5.0,60.0,Apple iPhone XS 64GB,2612,Mobile Phones,599.99,22.0,"This iPhone XS features a sleek Space Grey finish, includes 64GB of storage, and supports 4G connectivity, all in an unlocked format with SIM card compatibility.",2.4,1540.0,89.0,Shipped,False,2024-10-12 12:24:37.765490
792,iphone xs gold 5.8 64gb 4g unlocked sim free,6.0,60.0,Apple iPhone XS 64GB,2612,Mobile Phones,599.99,486.0,"A high-performance smartphone with 5.8-inch display and 64GB storage, featuring 4G connectivity and unlocked for global use.",2.9,2350.0,2099.0,Pending,False,2024-10-18 12:24:37.765490
828,samsung j530fd galaxy j5 2017 duos gold unlocked,17.0,64.0,Samsung Galaxy J5 16GB SM-J530FD Dual SIM,2612,Mobile Phones,249.99,480.0,"The Samsung J530FD Galaxy J5 2017 Duos Gold Unlocked is a dual-SIM, touchscreen smartphone featuring an octa-core processor and 13MP rear camera.",3.1,2570.0,730.0,Shipped,False,2024-10-28 12:24:37.765490
843,doro 6050 champagner wei,2.0,66.0,Doro 6050,2612,Mobile Phones,49.99,113.0,"The Doro 6050 Champagner Wei is a water-resistant mobile phone with a sleek design and long-lasting battery, ideal for active users.",4.9,2377.0,2189.0,Pending,False,2024-10-08 12:24:37.765490
844,doro phone 6050phone case 32mb gold/white,3.0,66.0,Doro 6050,2612,Mobile Phones,100.0,137.0,"This phone case is designed to provide protection and style for the Doro Phone 6050, featuring a durable construction with a sleek gold and white design.",4.2,3464.0,1757.0,Shipped,False,2024-10-10 12:24:37.765490
874,xperia xz premium black,4.0,71.0,Sony Xperia XZ Premium,2612,Mobile Phones,999.99,329.0,"The Xperia XZ Premium Black is a high-end smartphone featuring a 5.2-inch screen, 19MP camera, and a long-lasting 3600mAh battery.",4.8,2453.0,1586.0,Delivered,False,2024-09-30 12:24:37.765490
891,doro phoneeasy 6530 2.8 108g black white entry level phone,14.0,73.0,Doro 6530,2612,Mobile Phones,9.99,166.0,"A lightweight, easy-to-use entry-level smartphone featuring a 2.8-inch display and compact design, perfect for basic calling and texting capabilities.",4.0,3002.0,951.0,Pending,False,2024-09-29 12:24:37.765490
897,apple iphone xs 256 gb gold,2.0,74.0,Apple iPhone XS 256GB,2612,Mobile Phones,999.99,469.0,"This product is a high-end smartphone featuring a 5.81-inch display, Apple A12 Bionic chip, and 64MP camera, encased in a durable gold aluminum frame.",3.2,1164.0,588.0,Pending,False,2024-10-14 12:24:37.765490
912,nokia 7 plus black copper,2.0,76.0,Nokia 7 Plus Dual SIM,2612,Mobile Phones,299.99,41.0,"The Nokia 7 Plus features a durable black copper finish, combining premium design with enhanced durability, and delivers a high-quality visual experience.",4.0,2578.0,259.0,Delivered,True,2024-10-22 12:24:37.765490
927,motorola moto g6 play indigo 5.7 32gb 4g unlocked sim free,15.0,78.0,Moto G6 Play,2612,Mobile Phones,139.99,73.0,"This device features a 5.7-inch display, 32GB of storage, and 4G connectivity, making it an affordable and functional option for users.",2.9,1141.0,1671.0,Shipped,False,2024-10-09 12:24:37.765490
929,nokia 3 uk sim free smartphone white,17.0,79.0,Nokia 3,2612,Mobile Phones,49.99,53.0,"A compact and lightweight UK SIM-free Nokia 3 smartphone with a white finish, ideal for everyday use.",3.7,1554.0,144.0,Pending,False,2024-10-01 12:24:37.765490
953,apple iphone xs max 256gb silver,1.0,82.0,Apple iPhone XS Max 256GB,2612,Mobile Phones,999.99,268.0,"The Apple iPhone XS Max features a 6.5-inch Super Retina HD display, paired with an A12 Bionic chip and up to 16GB of RAM for optimal performance.",3.6,2189.0,575.0,Shipped,False,2024-10-14 12:24:37.765490
960,apple iphone xs max 256gb gold,9.0,82.0,Apple iPhone XS Max 256GB,2612,Mobile Phones,999.99,122.0,"The Apple iPhone XS Max with 256GB of storage features a sleek, durable design and boasts an impressive display, making it an ideal choice for those seeking a premium mobile experience.",2.5,3400.0,1361.0,Cancelled,False,2024-10-21 12:24:37.765490
964,samsung a600f galaxy a6 2018 black,2.0,83.0,Samsung Galaxy A6 32GB,2612,Mobile Phones,199.99,245.0,"The Samsung A600F Galaxy A6 2018 Black is a mid-range Android smartphone with a 5.8-inch display and quad-core processor, featuring a 12MP rear camera and 3000mAh battery.",2.7,1315.0,1951.0,Cancelled,False,2024-10-05 12:24:37.765490
968,grade c google pixel 2 just black 5 64gb 4g unlocked sim free,6.0,84.0,Google Pixel 2 64GB,2612,Mobile Phones,269.99,230.0,"This is a Google Pixel 2 Just Black smartphone, featuring a 5-inch display and 64GB of internal storage, unlocked and compatible with the 4G network.",3.0,2575.0,2185.0,Cancelled,False,2024-10-21 12:24:37.765490
981,apple iphone xs max 512 gb gold,2.0,86.0,Apple iPhone XS Max 512GB,2612,Mobile Phones,999.99,264.0,"This is a high-capacity, gold-plated smartphone featuring a large 6.5-inch display and up to 512GB of storage.",4.1,3354.0,1888.0,Delivered,False,2024-10-10 12:24:37.765490
992,xiaomi mi a2 lite 64gb black,24.0,87.0,Xiaomi Mi A2 Lite 64GB Dual SIM,2612,Mobile Phones,199.99,16.0,"The Xiaomi Mi A2 Lite 64GB Black is a mid-range Android smartphone featuring a 5.84-inch display and a dual-camera setup, ideal for everyday use and casual photography.",2.1,2934.0,1849.0,Delivered,True,2024-10-12 12:24:37.765490
1001,samsung galaxy j6 2018 32 gb uk sim free smartphone lavender uk version,17.0,88.0,Samsung Galaxy J6,2612,Mobile Phones,59.99,429.0,"This is a 32GB Samsung Galaxy J6 2018 smartphone, compatible with UK SIM cards and available in Lavender colour, featuring a compact design for easy handling.",4.4,3041.0,1186.0,Shipped,False,2024-10-05 12:24:37.765490
1035,samsung galaxy s8 coral blue 6.2 64gb 4g unlocked sim free,15.0,93.0,Samsung Galaxy S8+ 64GB Dual SIM,2612,Mobile Phones,1299.0,12.0,"This device features a 6.2-inch display, 64GB of storage, and supports 4G connectivity, making it an ideal option for everyday use.",4.0,2371.0,345.0,Shipped,False,2024-09-29 12:24:37.765490
1044,samsung 3768985 galaxy j3 sim free smartphone black,3.0,95.0,Samsung Galaxy J3 SM-J320F 8GB Dual SIM,2612,Mobile Phones,3768985.0,122.0,"This is a Samsung Galaxy J3 Sim Free Smartphone in Black, offering a user-friendly interface and reliable connectivity.",3.3,1393.0,1046.0,Delivered,True,2024-10-20 12:24:37.765490
1046,samsung galaxy j3 sm j320f 5 4g 1.5gb 8gb 2600mah black,14.0,95.0,Samsung Galaxy J3 SM-J320F 8GB Dual SIM,2612,Mobile Phones,2600.0,162.0,"A mid-range smartphone with a 5-inch display, supporting 4G connectivity and featuring 1.5GB of RAM and 8GB of internal storage, powered by a 2600mAh battery.",4.7,3184.0,1369.0,Delivered,False,2024-10-21 12:24:37.765490
1079,xiaomi poco phone f1 6gb/64gb black dual sim w/3 pin charger,15.0,100.0,Xiaomi Pocophone F1 64GB Dual SIM,2612,Mobile Phones,139.99,345.0,"The Xiaomi Poco Phone F1 is a high-performance Android smartphone featuring a 6GB RAM and 64GB storage, paired with a 3-pin charging adapter for convenient mobile power delivery.",3.2,1829.0,1890.0,Shipped,False,2024-10-18 12:24:37.765490
1091,motorola moto e4 plus iron grey 3gb ram 16gb,6.0,102.0,Moto E4 Plus,2612,Mobile Phones,99.99,250.0,"The Motorola Moto E4 Plus Iron Grey is a budget-friendly smartphone featuring 3GB of RAM and 16GB of internal storage, perfect for basic phone usage.",4.9,1336.0,1964.0,Shipped,False,2024-10-17 12:24:37.765490
1093,sim free motorola e4 plus 16gb mobile phone gold,22.0,102.0,Moto E4 Plus,2612,Mobile Phones,150.0,50.0,"This is a Sim Free Motorola E4 Plus 16GB Mobile Phone with a sleek Gold finish, providing users with a reliable and feature-packed Android smartphone.",4.7,2367.0,235.0,Pending,False,2024-09-29 12:24:37.765490
1110,google pixel 2 xl,21.0,105.0,Google Pixel 2 XL 64GB,2612,Mobile Phones,599.99,339.0,"The Google Pixel 2 XL features a 6-inch Quad HD+ display, powered by a Qualcomm Snapdragon 835 processor, and runs on Android 8.0 Oreo.",4.8,2778.0,266.0,Delivered,False,2024-10-01 12:24:37.765490
1119,sim free iphone 8 64gb special edition mobile phone red,22.0,107.0,Apple iPhone 8 (PRODUCT) RED Special Edition 64GB,2612,Mobile Phones,199.99,233.0,"This is a 4G LTE capable iPhone 8 in 64GB storage, featuring a sleek red finish and designed with durability and user experience in mind.",3.1,1836.0,1296.0,Cancelled,False,2024-10-13 12:24:37.765490
1132,nokia 130 mobile phone in red,31.0,110.0,Nokia 130,2612,Mobile Phones,39.99,12.0,"The Nokia 130 mobile phone in red is a basic, feature-rich device with a durable design and extended battery life.",4.5,3342.0,2197.0,Pending,False,2024-10-15 12:24:37.765490
1140,sim free nokia 3.1 16gb mobile phone black/silver,22.0,111.0,Nokia 3.1 16GB,2612,Mobile Phones,199.99,197.0,"This is a 16GB SIM-free Nokia 3.1 smartphone available in Black/Silver, offering a compact design and seamless Android experience.",2.6,1189.0,577.0,Pending,False,2024-10-23 12:24:37.765490
1158,huawei p20,21.0,114.0,Huawei P20,2612,Mobile Phones,599.99,492.0,"The Huawei P20 is a high-performance smartphone featuring a 5.8-inch OLED display, dual-camera setup, and advanced AI-powered capabilities.",4.5,1801.0,2080.0,Shipped,False,2024-10-23 12:24:37.765490
1189,apple iphone 7 plus 256gb jet black unlocked,8.0,119.0,Apple iPhone 7 Plus 256GB,2612,Mobile Phones,599.99,317.0,"This is a high-performance smartphone featuring a 5.5-inch touchscreen display, 12-megapixel rear camera, and up to 16 hours of talk time, all packaged in a durable jet-black finish.",4.5,1201.0,754.0,Delivered,True,2024-10-18 12:24:37.765490
1198,grade b samsung galaxy a3 2016 white 4.7 16gb 4g unlocked sim free,6.0,121.0,Samsung Galaxy A3 SM-A310,2612,Mobile Phones,199.99,89.0,"A refurbished Grade B Samsung Galaxy A3 2016 smartphone, featuring a 4.7-inch display, 16GB of storage, and 4G connectivity, available for use with a SIM card, in white, and unlocked.",2.4,3027.0,1664.0,Shipped,False,2024-10-11 12:24:37.765490
1242,google pixel 2 xl 128gb just black,24.0,130.0,Google Pixel 2 XL 128GB,2612,Mobile Phones,599.99,293.0,"The Google Pixel 2 XL 128GB Just Black features a 6-inch Quad HD display, a powerful Qualcomm Snapdragon 835 processor, and a 12.2MP rear camera.",4.3,1887.0,1398.0,Delivered,True,2024-10-26 12:24:37.765490
1245,apple iphone 6s 16 gb uk sim free smartphone rose refurbished,3.0,131.0,Apple iPhone 6S 16GB,2612,Mobile Phones,59.99,325.0,"This is a refurbished 16GB Apple iPhone 6S smartphone compatible with UK SIM, featuring improved camera capabilities and enhanced performance.",2.1,2634.0,943.0,Delivered,False,2024-10-12 12:24:37.765490
1249,apple iphone 6 64gb space grey,8.0,132.0,Apple iPhone 6 64GB,2612,Mobile Phones,599.99,53.0,"The Apple iPhone 6 is a 64GB smartphone featuring a Space Grey finish, equipped with advanced technology and user-friendly interface.",3.8,2122.0,205.0,Pending,False,2024-10-13 12:24:37.765490
